Date;Type;Country;Injury
12-Jan-1929;Unprovoked;AUSTRALIA;FATAL, right thigh & hip bitten
06-Jan-1929;Boating;TURKEY;FATAL
05-Jan-1929;Unprovoked;FIJI;FATAL, hand severed, both legs & arms bitten & nearly severed 
Reported 1929;Invalid;AUSTRALIA;Later found to be fiction, never happened
Ca. 1929;Provoked;AUSTRALIA;Bitten below the knee
1929;Provoked;USA;Thigh lacerated by hooked shark PROVOKED INCIDENT
1929;Unprovoked;AUSTRALIA;Hand lacerated
1929;Unprovoked;USA;ôPut hand through hatch, shark nearly bit off thumbö
21-Dec-1928;Unprovoked;AUSTRALIA;Injuries to arm 
18-Nov-1928;Provoked;USA;Fishermen were cut & bruised by netted, harpooned and gaffed  sharks PROVOKED INCIDENT
Reported 15-Nov-1928;Boating;INDIA;No injury to occupants, shark bit keel
12-Nov-1928;Sea Disaster;USA;FATAL
04-Nov-1928;Unprovoked;PANAMA;FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee
Sep-1928;Unprovoked;USA;Knee bitten
Reported 24-Aug-1928;Invalid;USA;Thumb & coat sleeve recovered from shark's gut
11-Jul-1928;Unprovoked;AUSTRALIA;Injuries to chest
Late Jul-1928;Provoked;ITALY;No injury, shark approached the boat, he hit it with and oar and fell into the sea PROVOKED INCIDENT
Reported 24-Jun-1928;Unprovoked;USA;Bitten on leg
27-May-1928;Invalid;INDIA;No details
Reported 14-Apr-1928;Unprovoked;AUSTRALIA;Severe lacerations to arm
14-Apr-1928;Unprovoked;AUSTRALIA;Tissue of left leg stripped from knee to ankle 
09-Apr-1928;Unprovoked;JAMAICA;FATAL
06-Apr-1928;Unprovoked;AUSTRALIA;Lacerations to right leg 
04-Apr-1928;Unprovoked;AUSTRALIA;FATAL, right hand severed, large lacerations on thigh
Reported 28-Mar-1928;Unprovoked;AUSTRALIA;Hip bitten
20-Feb-1928;Unprovoked;AUSTRALIA;FATAL
Feb-1928;Unprovoked;COSTA RICA;Right leg severely lacerated. Surgically amputated
Feb-1928;Unprovoked;COSTA RICA;Right leg & hand severely lacerated
27-Jan-1928;Unprovoked;AUSTRALIA;FATAL
21-Jan-1928;Invalid;USA;Body not recovered 
Some time between 08-Jan-1928 & 21-Jan-1928;Invalid;USA;FATAL, presumed taken by shark/s
02-Jan-1928;Unprovoked;SOUTH AFRICA;Leg lacerated
Jan-1928;Unprovoked;SOUTH AFRICA;Foot bitten
1928;Unprovoked;SOUTH AFRICA;Tissue of right thigh removed to the bone, both thumbs & some fingers severed 
28-Dec-1927;Unprovoked;SOUTH AFRICA;FATAL, leg bitten  
03-Nov-1927;Sea Disaster;AUSTRALIA;40 people perished
25-Oct-1927;Sea Disaster;BRAZIL;Of 1256 on board, 295 perished, some were taken by sharks
12-Oct-1927;Unprovoked;AUSTRALIA;No injury to man or horse
Oct-1927;Unprovoked;FIJI;Leg bitten. He survived
03-Jul-1927;Boating;AUSTRALIA;No injury to occupants, boat was bumped & lifted 2' out of the water by the shark
29-May-1927;Sea Disaster;PHILIPPINES; 55  perished, some were  taken by sharks
Reported 09-May 1927;Unprovoked;AUSTRALIA;FATAL
20-Apr-1927;Unprovoked;AUSTRALIA;Extensive injuries to left leg
08-Apr-1927;Unprovoked;AUSTRALIA;Leg injured
11-Mar-1927;Unprovoked;AUSTRALIA;Right buttock & thigh bitten, thumb removed
14-Feb-1927;Provoked;NICARAGUA;SharksÆs jaws snapped shut, lacerating his right hand PROVOKED INCIDENT
09-Feb-1927;Unprovoked;AUSTRALIA;No injury, but trouser leg shredded by shark
Feb-1927;Provoked;NEW ZEALAND;Severely bitten by shark caught 30 minutes earlier  PROVOKED INCIDENT
20-Jan-1927;Unprovoked;SOUTH AFRICA;Both thighs  lacerated
Reported 08-Jan-1927;Unprovoked;USA;Lost hand
03-Jan-1927;Unprovoked;AUSTRALIA;FATAL, leg bitten from thigh to ankle
1927;Unprovoked;AUSTRALIA;FATAL, shoulder bitten 
1927;Unprovoked;AUSTRALIA;Shoulder bitten
Reported 02-Dec-1926;Unprovoked;AUSTRALIA;FATAL
17-Nov-1926;Unprovoked;AUSTRALIA;Arm injured
Reported 29-Oct-1926;Unprovoked;PAPUA NEW GUINEA;FATAL, abdomen bitten
23-Oct-1926;Unprovoked;AUSTRALIA;"3"" laceration to leg"
23-Oct-1926;Sea Disaster;BERMUDA;Of 104 people in the water, only 20 survived. 84 people were lost, many to sharks. Sharks 2 pulled crew off life rafts
Reported 06-Sep-1926;Unprovoked;PAPUA NEW GUINEA;FATAL
24-Aug-1926;Unprovoked;USA;FATAL
23-Jul-1926;Unprovoked;ITALY;FATAL, body was not recovered
12-Jul-1926;Boating;USA;No injury to occupants
08-Jul-1926;Unprovoked;USA;Leg & hand lacerated and dog bitten
03-Jul-1926;Invalid;SPAIN;No injury
18-May-1926;Unprovoked;USA;FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka
22-Apr-1926;Unprovoked;SOUTH ATLANTIC OCEAN;When taken back on board 2 hours later both legs were bleeding from shark bites
07-Apr-1926;Unprovoked;USA;Right leg bitten thigh to heel
17-Mar-1926;Unprovoked;AUSTRALIA;FATAL
26-Jan-1926;Unprovoked;SOUTH AFRICA;Thigh lacerated
Jan-1926;Unprovoked;AUSTRALIA;Leg lacerated
Summer of 1926;Unprovoked;MONACO;FATAL
1926;Provoked;NEW ZEALAND;Struck on head by sharkÆs tail, knocked unconscious & deep gash in head PROVOKED INCIDENT
1926;Unprovoked;SINGAPORE;FATAL, femoral artery severed 
1926;Unprovoked;SOUTH AFRICA;No details
22-Nov-1925;Unprovoked;AUSTRALIA;FATAL, thigh  & torso bitten, then shark charged rescue boat 
Nov-1925;Unprovoked;USA;Laceration across abdomen
Nov-1925;Unprovoked;USA;Both calves lacerated
04-Sep-1925;Provoked;SPAIN;Right hand bitten by hooked shark PROVOKED INCIDENT
03-Sep-1925;Unprovoked;ENGLAND;No injury but shark lifted boat out of the water
02-Aug-1925;Unprovoked;USA;Multiple lacerations on both thighs, right buttock and hip
15-Jun-1925;Invalid;AUSTRALIA;Human arm found in shark
May 1925;Unprovoked;USA;Right arm nearly severed at shoulder, left wrist lacerated
07-Mar-1925 or 27-Mar-1925;Unprovoked;AUSTRALIA;Left thigh bitten, leg surgically amputated 
12-Mar-1925;Unprovoked;AUSTRALIA;FATAL, right forearm severed, lacerations from buttocks to heel L
10-Mar-1925;Unprovoked;PAPUA NEW GUINEA;FATAL
Reported 27-Jan-1925;Unprovoked;USA;Lacerations to arm
08-Jan-1925;Unprovoked;CANADA;Injuries, if any, unknown, but afterwards diver stunned shark with iron bar
1925;Unprovoked;FIJI;Both arms bitten, surgically amputated
25-Nov-1924;Unprovoked;MEXICO;FATAL
24-Nov-1924;Unprovoked;PANAMA;Knee bitten
21-Nov-1924;Unprovoked;USA;FATAL, hand severed, both legs & arms bitten & nearly severed 
Reported 31-Oct-1924;Provoked;FRENCH POLYNESIA;Abrasions PROVOKED ATTACK
18-Oct-1924;Unprovoked;AUSTRALIA;Leg bitten
31-Jul-1924;Unprovoked;USA;Left knee & leg bitten. (Tooth fragment recovered from kneecap)
14-Jul-1924;Provoked;ENGLAND;Arms broken by hooked shark PROVOKED INCIDENT
04-Jul-1924;Boating;USA;No injury, shark tore hole in the side of the boat
18-Jun-1924;Provoked;USA;Netted shark made a5-inch incision above the knee PROVOKED INCIDENT
25-Apr-1924;Unprovoked;AUSTRALIA;FATAL, partial remains recovered 
22-Apr-1924;Unprovoked;PANAMA;"Reported to have had ""2 fights with sharks"" before being rescued by the British freighter Dorsetafter 23 hours in the water"
20-Apr-1924;Invalid;AUSTRALIA;Abrasions
Reported 28-Mar-1924;Unprovoked;SOLOMON ISLANDS;Left arm severed, leg bitten
24-Mar-1924;Boating;SPAIN;No injury to occupants, shark bit boat
13-Feb-1924;Unprovoked;AUSTRALIA;Legs severely bitten, surgically amputated
08-Feb-1924;Invalid;AUSTRALIA;Probable drowning & scavenging
29-Jan-1924;Unprovoked;SOUTH AFRICA;FATAL
25-Jan-1924;Unprovoked;SOUTH AFRICA;Foot lacerated
09-Jan-1924;Unprovoked;AUSTRALIA;FATAL, right thigh severely bitten, left arm lacerated 
12-Dec-1923;Unprovoked;AUSTRALIA;Lacerations to leg
02-Dec-1923;Unprovoked;AUSTRALIA;FATAL, disappeared, thought to have been taken by a shark 
23-Nov-1923;Unprovoked;AUSTRALIA;FATAL, disappeared, partial remains of Selim was found, there was no trace of Dea Opre
02-Nov-1923;Invalid;AUSTRALIA;FATAL
20-Oct-1923;Invalid;AUSTRALIA;"He failed to return, his body was recovered 11/9/1922; chest & abdomen had been bitten by shark/s"
17-Oct-1923;Boating;AUSTRALIA;No injury to occupants, shark bit boat
16-Oct-1923;Unprovoked;AUSTRALIA;Arm severed, but survived
08-Aug-1923;Unprovoked;GUYANA;Puncture wounds to left leg
Reported 02-Jul-1923;Unprovoked;AUSTRALIA;non-fatal
16-Jun-1923;Boating;AUSTRALIA;FATAL, taken by shark. Two other men drowned,  only 1 man survived
06-Jun-1923;Boating;MEXICO;No injury to occupants, shark rammed boat
Reported 23-May-1923;Unprovoked;AUSTRALIA;Minor puncture wounds to foot
22-May-1923;Unprovoked;AUSTRALIA;FATAL
18-Mar-1923;Unprovoked;AUSTRALIA;Lacerations to right thigh and knee
Feb-1923;Unprovoked;USA;Right calf, right side of abdomen & left wrist & hand bitten
27-Jan-1923;Invalid;AUSTRALIA;Death may have been due to drowning
27-Jan-1923;Unprovoked;AUSTRALIA;FATAL, back of thigh bitten 
14-Jan-1923;Invalid;CUBA;Although this incident is listed elsewhere as a shark attack, the account of the disaster suggests the 4 who perished probably drowned. Five people survived
1923;Boating;USA;No injury to occupant Shark struck boat
1923-1924;Unprovoked;PHILIPPINES;FATAL, abdomen severely bitten. Airplane summoned from Corregidor & injured man was lashed to wing, but he died  
1923;Provoked;USA;Shark's tail broke his leg. PROVOKED INCIDENT
1923;Provoked;USA;Shark's tail broke his leg. PROVOKED INCIDENT
14-Dec-1922;Unprovoked;USA;FATAL, hip & thigh bitten with  tissue removed, including bone 
05-Dec-1922;Unprovoked;AUSTRALIA;FATAL, severe injuries to torso  
29-Sep-1922;Unprovoked;BARBADOS;FATAL
29-Oct-1922;Invalid;AUSTRALIA;FATAL, but shark involvement prior to death unconfirmed
28-Sep-1922;Unprovoked;USA;Survived
Reported 26-Sep-1922;Unprovoked;ENGLAND;FATAL
Reported 21-Sep-1922;Boating;USA;No injury to occupants, shark splintered stern
19-Jul-1922;Unprovoked;USA;Leg bitten
17-Jun-1922;Unprovoked;USA;FATAL, thigh bitten
24-May 1922;Unprovoked;JAMAICA;FATAL, arm severed, thigh severely bitten  
06-May-1922;Unprovoked;SOUTH AFRICA;Abdomen & thigh bitten
26-Apr-1922;Unprovoked;AUSTRALIA;FATAL
20-Mar-1922;Unprovoked;JAMAICA;Survived
13-Mar-1922;Unprovoked;JAMAICA;FATAL, right leg severed at thigh 
02-Mar-1922;Unprovoked;AUSTRALIA;FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene
Reported 02-Feb-1922;Invalid;AUSTRALIA;Disappeared whiile swimming alone, body parts recovered, but shark involvement prior to death unconfirmed
04-Feb-1922;Unprovoked;AUSTRALIA;FATAL, both arms & shoulder bitten
Reported 28-Jan-1922;Unprovoked;IRAQ;FATAL
15-Jan-1922;Unprovoked;AUSTRALIA;FATAL
13-Jan-1922;Unprovoked;AUSTRALIA;Small laceration on left thigh & swim costume torn
04-Jan-1922;Unprovoked;AUSTRALIA;FATAL, disappeared, then his shark-bitten remains washed ashore 
11-Dec-1921;Unprovoked;AUSTRALIA;Survived
27-Nov-1921;Unprovoked;AUSTRALIA;FATAL, disappeared, body not recovered
27-Nov-1921;Unprovoked;AUSTRALIA;Right hip, buttock, elbow, arm & wrist bitten
Reported 15-Nov-1921;Unprovoked;FIJI;FATAL
12-Oct-1921;Unprovoked;AUSTRALIA;Lacerations to right arm & chest
04-Oct-1921;Unprovoked;AUSTRALIA;Left thigh bitten, FATAL
Sep-1921;Provoked;ENGLAND;Leg bitten by shark he was attempting to capture PROVOKED INCIDENT
Reported 29-Aug-1929;Unprovoked;AUSTRALIA;Lacerations to arm
28-Aug-1921;Unprovoked;PHILIPPINES;FATAL, abdomen  severely lacerated, taken by seaplane to hospital in Corrigedor but died  
21-Jul-1921;Unprovoked;CUBA;FATAL
Reported 11-Jan-1921;Invalid;PHILIPPINES;Buttons & shoes found in shark caught in fish trap
29-Nov-1920;Unprovoked;AUSTRALIA;Lacerations to leg & hand
22-Aug-1921;Unprovoked;HAITI;FATAL, large wound on thigh
22-Nov-1920;Unprovoked;AUSTRALIA;Minor injuries to leg, hand & fingers
04-Nov-1920;Sea Disaster;PHILIPPINES;FATAL
14-Jul-1920;Invalid;USA;Thought to have been taken by a shark. Body was not recovered
Reported 06-Jul-1920;Unprovoked;AUSTRALIA;Severe lacerations to right shoulder & arm
29-Jun-1920;Unprovoked;USA;Knee & thigh bitten
27-Jun-1920;Provoked;CANADA;No injury to occupants, but shark struck boat with such force that Chandler was flung overboard. PROVOKED INCIDENT
08-Mar-1920;Unprovoked;AUSTRALIA;Tossed in air by shark, sustained abrasions
Reported 24-Jan-1920;Unprovoked;AUSTRALIA;Lacerations to foot
03-Feb-1920;Unprovoked;SOUTH AFRICA;Abdomen bitten
Reported 24-Jan-1920;Unprovoked;AUSTRALIA;FATAL
15-Jan-1920;Unprovoked;AUSTRALIA;Leg bitten. FATAL
1920s;Unprovoked;JAMAICA;FATAL
1920;Unprovoked;NEW ZEALAND;"""Recovered"""
1920;Unprovoked;SOUTH AFRICA;Thigh & buttocks bitten. Not known if he survived.
Reported 30-Dec-1919;Unprovoked;AUSTRALIA;Lacerations to left leg
07-Dec-1919;Unprovoked;AUSTRALIA;FATAL, left leg & calf bitten, leg surgically amputated 
18-Nov-1919;Unprovoked;AUSTRALIA;Lacerations to buttocks
12-Sep-1919;Unprovoked;COSTA RICA;FATAL, 6 men were taken by sharks as they neared the beach, 1 survived
10-Aug-1919;Unprovoked;USA;Laceration to left thigh
29-May-1919;Unprovoked;USA;Left foot bitten & abraded
06-Apr-1919;Unprovoked;USA;FATAL
16-Mar-1919;Invalid;AUSTRALIA;Shark involvement not confirmed
17-Jan-1919;Unprovoked;AUSTRALIA;Multiple injuries, left leg surgically amputated at knee
15-Jan-1919;Unprovoked;NEW ZEALAND;Leg bitten
09-Jan-1919;Unprovoked;AUSTRALIA;FATAL, right thigh bitten 
05-Jan-1919;Unprovoked;AUSTRALIA;FATAL, thigh bitten, leg amputated 
Reported to have taken place in 1919;Boating;ITALY;No injury
1919;Unprovoked;USA;Leg severed
Nov-1918;Unprovoked;USA;FATAL
Nov-1918;Sea Disaster;SAN DOMINGO;"FATAL, ""men snatched from rafts by sharks""   "
19-Sep-1918;Unprovoked;AUSTRALIA;FATAL
22-Mar-1918;Unprovoked;AUSTRALIA;Severe laceration to arm, necessitating surgical amputation at the elbow
1918;Unprovoked;AUSTRALIA;Survived
15-Dec-1917;Unprovoked;AUSTRALIA;Lacerations to left leg
Nov-1917;Unprovoked;MOZAMBIQUE;FATAL
21-Sep-1917;Unprovoked;USA;Left knee lacerated
09-Sep-1917;Provoked;USA;Arm severely lacerated by shark that had been hooked and shot PROVOKED INCIDENT
Sep-1917;Unprovoked;PANAMA;FATAL
18-Jul-1917;Unprovoked;USA;FATAL
15-Jul-1917;Sea Disaster;IRELAND;FATAL, only 1 survivor
03-Jun-1917;Unprovoked;USA;Right arm bitten
31-May-1917;Unprovoked;PHILIPPINES;FATAL, abdominal cavity removed 
Reported 05-May-1917;Unprovoked;KUWAIT;Torso bitten
1917;Unprovoked;LIBYA;Bitten by shark, but  repelled it with his 'skandalopetra' 
30-Dec-1916;Unprovoked;AUSTRALIA;Right calf bitten
08-Dec-1916;Unprovoked;AUSTRALIA;FATAL, right arm severed, chest punctured 
08-Dec-1916;Unprovoked;AUSTRALIA;Leg nipped by shark
15-Nov-1916;Provoked;PANAMA;"""Severely bitten"""
10-Nov-1916;Unprovoked;AUSTRALIA;FATAL
09-Nov-1916;Unprovoked;AUSTRALIA;FATAL
11-Oct-1916;Provoked;USA;FATAL, leg severely bitten, surgically amputated PROVOKED INCIDENT
 24-Aug-1916;Unprovoked;USA;Lower left leg severely bitten & became septic. Not known if he survived
26-Jul-1916;Unprovoked;USA;Arm severely lacerated
13-Jul-1916;Invalid;USA;No attack,  no injury
13-Jul-1916;Unprovoked;USA;Ankle bruised
12-Jul-1916;Unprovoked;USA;Lower left leg bitten, surgically amputated
12-Jul-1916;Unprovoked;USA;FATAL, thigh bitten 
12-Jul-1916;Unprovoked;USA;FATAL, legs & torso bitten 
11-Jul-1916;Sea Disaster;BAHAMAS;"FATAL.  When the survivors were rescued next day they were clubbing sharks with oars. ""Sharks were so thick that it was difficult to row"""
08-Jul-1916;Unprovoked;SPAIN;Survived
07-Jul-1916;Unprovoked;PHILIPPINES;Right foot severed
06-Jul-1916;Unprovoked;USA;FATAL
01-Jul-1916;Unprovoked;USA;FATAL, left leg bitten
30-Jun-1916;Unprovoked;USA;Heel bitten
Reported 24-Jun-1916;Unprovoked;ATLANTIC OCEAN;Presumed FATAL
23-Jun-1916;Provoked;USA;Leg bitten by shark hooked shark PROVOKED INCIDENT
Reported 25-Apr-1916;Unprovoked;AUSTRALIA;FATAL
03-Apr-1916;Unprovoked;AUSTRALIA;FATAL
19-Mar-1916;Unprovoked;AUSTRALIA;Minor lacerations to heel
Reported 09-Dec-1915;Unprovoked;AUSTRALIA;Arm severed, lacerations to thigh
10-Nov-1915;Unprovoked;AUSTRALIA;Severe bite to arm
08-Nov-1914;Unprovoked;AUSTRALIA;Severe lacerations to feet & ankles
03-Aug-1915;Unprovoked;USA;Laceration to left leg
Reported 06-Jul-1915;Unprovoked;MEXICO;FATAL
Reported 06-Jul-1915;Unprovoked;MEXICO;FATAL
Reported 15-May-1915;Invalid;EGYPT;Shark involvement not confirmed
29-Mar-1915;Unprovoked;AUSTRALIA;Shoulder bitten. Hana, one of the rescuers, fended shark off with an oar, then shark bit oar in two
06-Feb-1915;Unprovoked;AUSTRALIA;Foot bitten
13-Jan-1915;Invalid;NEW ZEALAND;Death may have been due to drowning
01-Jan-1915;Unprovoked;AUSTRALIA;FATAL
Ca. 1915;Invalid;USA;Fatal, drowning or scavenging
Reported 04-Dec-1914;Unprovoked;AUSTRALIA;Lacerations to right thigh and knee
17-Oct-1914;Sea Disaster;SAMOA;Thigh bitten
Reported 26-Sep-1914;Unprovoked;JAMAICA;FATAL
09-Sep-1914;Unprovoked;USA;FATAL
Reported 15-Jul-1914;Unprovoked;CROATIA;No injury, shark grabbed clothes
Reported 09-Jul-1914;Provoked;USA;PROVOKED INCIDENT    Legs severed by shark entangled in his net
07-Jul-1914;Unprovoked;CROATIA;No injury, shark nudged raft and circled for 2 hrs.
13-Jun-1914;Boating;MONTENEGRO;No injury, shark bit paddle and stern of boat
10-Jun-1914;Unprovoked;AUSTRALIA;FATAL
31-May-1914;Sea Disaster;NEW CALEDONIA;FATAL x 2
14-May-1914;Provoked;USA;PROVOKED INCIDENT Lacerations to right hand by hooked shark
Reported 14-Mar-1914;Invalid;USA;His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging
Reported 10-Mar-1914;Sea Disaster;GUYANA;FATAL
03-Mar-1914;Unprovoked;USA;FATAL
Reported 09-Feb-1914;Unprovoked;AUSTRALIA;Lacerations to foot
  03-Feb-1914;Unprovoked;AUSTRALIA;Lacerations to arms
Reported 17-Jan-1914;Unprovoked;AUSTRALIA;Laceration to leg
1914;Unprovoked;SOUTH AFRICA;No details
Reported 30-Dec-1913;Provoked;USA;No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT
Reported 26-Dec-1913;Sea Disaster;CUBA;FATAL
27-Nov-1913;Unprovoked;NIGERIA;FATAL
21-Nov-1913;Unprovoked;AUSTRALIA;"Calf severely bitten;  leg surgically amputated"
21-Sep-1913;Unprovoked;USA;Major injuries but survived
03-Sep-1913;Provoked;CROATIA;Badly bitten by a shark dragged onboard PROVOKED INCIDENT
Reported 27-Aug-1913;Invalid;USA;Man's leg recovered from 800-lb shark
Reported 27-Aug-1913;Invalid;USA;Female foot recovered from shark
26-Aug-1913;Invalid;ITALY;Human casualties
12-July-1913;Unprovoked;USA;FATAL
Reported 10-Jul-1913;Unprovoked;COSTA RICA;FATAL
21-May-1913;Provoked;USA;"Forefinger of right hand bitten by a ""dead"" shark PROVOKED INCIDENT"
02-May-1913;Provoked;AUSTRALIA;Lacerations to thigh by netted shark PROVOKED INCIDENT
27-Mar-1913;Unprovoked;SAMOA;Leg severed
Jan-1913;Unprovoked;AUSTRALIA;Head, neck & left shoulder bitten
1913;Unprovoked;REUNION;FATAL
1913;Unprovoked;REUNION;FATAL
1913;Unprovoked;AUSTRALIA;Arm severed
Reported 30-Nov-1912;Sea Disaster;PHILIPPINES;FATAL
30-Aug-1912;Unprovoked;USA;FATAL
23-Jul-1912;Unprovoked;USA;Toes severed
Reported 06-Jul-1912;Unprovoked;SOLOMON ISLANDS;FATAL
04-May-1912;Invalid;SOUTH AFRICA;
18-Mar-1912;Unprovoked;NEW ZEALAND;"""Slight laceration to leg"""
22-Feb-1912;Provoked;AUSTRALIA;No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT 
19-Feb-1912;Unprovoked;AUSTRALIA;Left calf & heel bitten
03-Feb-1912;Unprovoked;NEW CALEDONIA;Left shoulder & both legs bitten
26-Jan-1912;Unprovoked;AUSTRALIA;FATAL
Reported 13-Jan-1912;Unprovoked;FIJI;FATAL
06-Jan-1912;Unprovoked;AUSTRALIA;Thigh & lower abdomen severely bitten
01-Jan-1912;Unprovoked;AUSTRALIA;FATAL
1912;Unprovoked;SPAIN;FATAL
08-Nov-1911;Invalid;USA;"Cause of death undetermined. 3.6 m [11'9""] shark seen carrying body. Next day, shark was killed & Antoine's entire body was found in its gut."
26-Oct-1911;Unprovoked;USA;FATAL
25-Oct-1911;Unprovoked;AUSTRALIA;Calves bitten
23-Sep-1911;Unprovoked;USA;FATAL
20-Sep-1911;Unprovoked;USA;FATAL
17-Sep-1911;Unprovoked;USA;Left arm & thigh bitten
Reported 31-Jul-1911;Unprovoked;SPAIN;FATAL
Reported 16-Jul-1911;Provoked;USA;Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT
09-May-1911;Unprovoked;SOUTH AFRICA;FATAL, partial remains recovered
Reported 01-May-1911;Provoked;USA;Bitten on left leg by hooked shark PROVOKED INCIDENT
01-May-1911;Unprovoked;SOUTH AFRICA;FATAL
Reported 08-Apr-1911;Boating;NEW ZEALAND;No injury to occupants, shark bit boat
Reported 29-Mar-1911;Unprovoked;AUSTRALIA;FATAL
04-Jan-1911;Sea Disaster;AUSTRALIA;Minor injuries
1911;Unprovoked;USA;Minor injury to feet
Ca. 1911;Unprovoked;NEW ZEALAND;FATAL
Reported 25-Dec-1910;Invalid;CROATIA;FATAL?
Reported 23-Dec-1910;Sea Disaster;AUSTRALIA;FATAL
28-Nov-1910;Provoked;NORTH ATLANTIC OCEAN;Right hand severely bitten by netted shark PROVOKED INCIDENT
24-Nov-1910;Unprovoked;AUSTRALIA;Foot bitten
Reported 25-Jun-1910;Unprovoked;MEXICO;Leg bitten
Reported 08-Jun-1910;Sea Disaster;MOZAMBIQUE;FATAL, 3 passengers & 14 crew taken by sharks, captain, 1 passenger & 2 crew survived
Reported 16-May-1910;Invalid;USA;Presumed drowned & bodies taken by sharks
31-Mar-1910;Unprovoked;PANAMA;FATAL
08-Mar-1910;Unprovoked;NEW ZEALAND;Lacerations to foot
Mar-1910;Invalid;USA;No injury
  16-Feb-1910;Unprovoked;AUSTRALIA;Shoulder, back & leg bitten
26-Jan-1910;Unprovoked;AUSTRALIA;FATAL
1910;Invalid;USA;Body bitten by shark/s, but death may have been due to drowning
1910;Unprovoked;PHILIPPINES;Calf removed, not known if he survived 
Reported 26-Nov-1909;Unprovoked;USA;Severe lacerations to arm
Reported 15-Dec-1909;Unprovoked;AUSTRALIA;FATAL
05-Dec-1909;Provoked;AUSTRALIA;3 fingers bitten by hooked shark PROVOKED INCIDENT
14-Nov-1909 to 19-Nov-1909;Sea Disaster;INDONESIA;FATAL, 101 people perished, including commander, Joseph Couailhac. Iit was reported that a ôshoal of sharks circled  passengers in the water and dragged scores of people to their deathsö Of the 61 survivors, many were injured by sharks
Reported 04-Sep-1909;Provoked;USA;Abrasion to leg from netted shark PROVOKED INCIDENT
13-Aug-1909;Unprovoked;USA;FATAL
24-Jul-1909;Unprovoked;USA;Right leg bitten
15-Jul-1909;Unprovoked;USA;Hip & thigh lacerated
Reported 26-Jun-1909;Unprovoked;MEXICO;FATAL
26-Jun-1909;Unprovoked;SOUTH AFRICA;Remains of soldier in uniform. Probable drowning & scavenging
18-Jun-1909;Sea Disaster;AUSTRALIA;FATAL, only his legs, still in sea-boots, were recovered 
Reported 27-Apr-1909;Provoked;SPAIN;Shark knocked him down after he grabbed it by the tail. No injury.   PROVOKED INCIDENT
10-Apr-1909;Invalid;USA; Search party saw a large shark devour what appeared to be part of her body
Reported 09-Apr-1909;Unprovoked;TUNISIA;FATAL
06-Mar-1909;Sea Disaster;SOUTH AFRICA;FATAL
Jan-1909;Invalid;ITALY;" 3 unidentified bodies recovered (male, female & young girl) from gut of female  4.5 m [14'9""]  white shark caught in fishing net. They may have drowned in tidal wave following earthquake "
1909;Unprovoked;AUSTRALIA;Survived
31-Dec-1908;Unprovoked;SOUTH AFRICA;FATAL
Reported 16-Dec-1908;Unprovoked;MEXICO;"FATAL, ""bitten in two"""
   21-Sep-1908;Unprovoked;AUSTRALIA;FATAL
05-Sep-1908;Unprovoked;USA;Lacerations to fingers
Reported 28-Aug-1908;Unprovoked;SPAIN;FATAL
Reported 18-Jul-1908;Invalid;SPAIN;Human remains recovered but shark involvement prior to death unconfirmed 
Reported 08-Jul-1908;Unprovoked;CROATIA;FATAL, lost a leg
18-Jun-1908;Unprovoked;EGYPT;FATAL
08-Jun-1908;Sea Disaster;USA;FATAL
Reported 02-Jun-1908;Sea Disaster;PAPUA NEW GUINEA;Remains of 3 humans recovered from shark, but shark involvement prior to death unconfirmed
13-May-1908;Sea Disaster;INDONESIA;FATAL
10-May-1908;Invalid;USA;FATAL, but shark involvement prior to death was not confirmed
08-Jan-1908;Unprovoked;USA;"FATAL, ""pulled below the surface'  "
21-Dec-1907;Unprovoked;AUSTRALIA;FATAL
Reported 18-Oct-1907;Unprovoked;AUSTRALIA;FATAL
Reported 16-Oct-1907;Unprovoked;CHINA;3 of thel 5 were injured, one of whom lost both hands
Reported 16-Oct-1907;Unprovoked;CHINA; 2 of the 5 fishermen were so seriously injured they died of their wounds
14-Oct-1907;Unprovoked;AUSTRALIA;Lacerations to left arm from shoulder to wrist
12-Oct-1907;Invalid;HAITI;No attack, no injury
08-Oct-1907;Unprovoked;USA;Arm severed at elbow,  surgically amputated at shoulder 
Reported 19-Sep-1907;Invalid;ENGLAND;" ""Struck across loins"" but no injury. According to witnesses, incident involved a bottlenose dolphin."
11-Sep-1907;Unprovoked;CROATIA;FATAL
Reported 12-Aug-1907;Unprovoked;CROATIA;FATAL
Reported 12-Aug-1907;Unprovoked;CROATIA;FATAL
Reported 08-Aug-1907;Unprovoked;USA;Abrasion to chest
Reported 14-Jul-1907;Unprovoked;CROATIA;FATAL
Reported 04-Jul-1907;Invalid;AUSTRALIA;Disappeared, but shark involvement unconfirmed
Jul-1907;Unprovoked;USA;Slight injuries to left knee & calf 
20-Apr-1907;Unprovoked;MEXICO; 3 fingers & thigh lacerated, foot crushed
